66  13.661  0.008  fsubbfrmaster015.fits
67  12.719  0.004  fsubbfrmaster015.fits
68  13.309  0.006  fsubbfrmaster015.fits
69  13.092  0.005  fsubbfrmaster015.fits
70  13.963  0.010  fsubbfrmaster015.fits
71  14.631  0.015  fsubbfrmaster015.fits
72  14.291  0.012  fsubbfrmaster015.fits
73  12.521  0.004  fsubbfrmaster015.fits
74  15.107  0.022  fsubbfrmaster015.fits
75  14.280  0.012  fsubbfrmaster015.fits
76  11.300  0.002  fsubbfrmaster015.fits
77  12.643  0.004  fsubbfrmaster015.fits
78  12.643  0.004  fsubbfrmaster015.fits
79  11.531  0.002  fsubbfrmaster015.fits
80  12.346  0.003  fsubbfrmaster015.fits
81  14.010  0.010  fsubbfrmaster015.fits
82  13.584  0.007  fsubbfrmaster015.fits
83  13.109  0.006  fsubbfrmaster015.fits
84  14.396  0.012  fsubbfrmaster015.fits
85  14.411  0.013  fsubbfrmaster015.fits
86  12.418  0.004  fsubbfrmaster015.fits
87  13.359  0.006  fsubbfrmaster015.fits
88  10.812  0.002  fsubbfrmaster015.fits
89  12.368  0.004  fsubbfrmaster015.fits
90  13.614  0.007  fsubbfrmaster015.fits
91  16.116  0.053  fsubbfrmaster022.fits
92  13.571  0.007  fsubbfrmaster022.fits
93  13.029  0.005  fsubbfrmaster022.fits
94  12.630  0.004  fsubbfrmaster022.fits
95  13.315  0.006  fsubbfrmaster022.fits
96  13.631  0.008  fsubbfrmaster022.fits
97  12.729  0.004  fsubbfrmaster022.fits
98  13.306  0.006  fsubbfrmaster022.fits
99  13.110  0.005  fsubbfrmaster022.fits
100  13.971  0.010  fsubbfrmaster022.fits
101  14.624  0.016  fsubbfrmaster022.fits
102  14.313  0.013  fsubbfrmaster022.fits
103  12.525  0.004  fsubbfrmaster022.fits
104  15.052  0.022  fsubbfrmaster022.fits
105  14.245  0.012  fsubbfrmaster022.fits
106  11.228  0.002  fsubbfrmaster022.fits
107  12.612  0.004  fsubbfrmaster022.fits
108  12.612  0.004  fsubbfrmaster022.fits
109  11.530  0.002  fsubbfrmaster022.fits
110  12.341  0.004  fsubbfrmaster022.fits
111  13.982  0.010  fsubbfrmaster022.fits
112  13.576  0.008  fsubbfrmaster022.fits
113  13.135  0.006  fsubbfrmaster022.fits
114  14.348  0.012  fsubbfrmaster022.fits
115  14.414  0.013  fsubbfrmaster022.fits
116  12.410  0.004  fsubbfrmaster022.fits
117  13.356  0.006  fsubbfrmaster022.fits
118  10.746  0.002  fsubbfrmaster022.fits
119  12.349  0.004  fsubbfrmaster022.fits
120  13.631  0.008  fsubbfrmaster022.fits
121  16.131  0.056  fsubbfrmaster029.fits
122  13.549  0.007  fsubbfrmaster029.fits
123  13.019  0.005  fsubbfrmaster029.fits
124  12.629  0.004  fsubbfrmaster029.fits
125  13.295  0.006  fsubbfrmaster029.fits
126  13.634  0.007  fsubbfrmaster029.fits
127  12.713  0.004  fsubbfrmaster029.fits
128  13.293  0.006  fsubbfrmaster029.fits
129  13.093  0.005  fsubbfrmaster029.fits
130  13.929  0.010  fsubbfrmaster029.fits
131  14.588  0.015  fsubbfrmaster029.fits
132  14.261  0.012  fsubbfrmaster029.fits
133  12.505  0.004  fsubbfrmaster029.fits
134  15.087  0.022  fsubbfrmaster029.fits
135  14.258  0.012  fsubbfrmaster029.fits
136  11.374  0.002  fsubbfrmaster029.fits
137  12.613  0.004  fsubbfrmaster029.fits
138  12.613  0.004  fsubbfrmaster029.fits
139  11.555  0.002  fsubbfrmaster029.fits
140  12.321  0.003  fsubbfrmaster029.fits
141  13.952  0.009  fsubbfrmaster029.fits
142  13.547  0.007  fsubbfrmaster029.fits
143  13.129  0.006  fsubbfrmaster029.fits
144  14.384  0.013  fsubbfrmaster029.fits
145  14.413  0.013  fsubbfrmaster029.fits
146  12.410  0.004  fsubbfrmaster029.fits
147  13.328  0.006  fsubbfrmaster029.fits
148  10.805  0.002  fsubbfrmaster029.fits
149  12.333  0.003  fsubbfrmaster029.fits
150  13.606  0.007  fsubbfrmaster029.fits
151  16.091  0.053  fsubbfrmaster036.fits
152  13.547  0.008  fsubbfrmaster036.fits
153  13.036  0.005  fsubbfrmaster036.fits
154  12.607  0.004  fsubbfrmaster036.fits
155  13.300  0.006  fsubbfrmaster036.fits
156  13.618  0.008  fsubbfrmaster036.fits
157  12.715  0.005  fsubbfrmaster036.fits
158  13.295  0.006  fsubbfrmaster036.fits
159  13.080  0.006  fsubbfrmaster036.fits
160  13.937  0.009  fsubbfrmaster036.fits
161  14.607  0.015  fsubbfrmaster036.fits
162  14.234  0.011  fsubbfrmaster036.fits
163  12.504  0.004  fsubbfrmaster036.fits
164  15.031  0.022  fsubbfrmaster036.fits
165  14.243  0.011  fsubbfrmaster036.fits
166  11.323  0.002  fsubbfrmaster036.fits
167  12.585  0.004  fsubbfrmaster036.fits
168  12.585  0.004  fsubbfrmaster036.fits
169  11.588  0.002  fsubbfrmaster036.fits
170  12.329  0.004  fsubbfrmaster036.fits
171  13.981  0.009  fsubbfrmaster036.fits
172  13.592  0.007  fsubbfrmaster036.fits
173  13.101  0.005  fsubbfrmaster036.fits
174  14.361  0.013  fsubbfrmaster036.fits
175  14.403  0.013  fsubbfrmaster036.fits
176  12.394  0.004  fsubbfrmaster036.fits
177  13.329  0.007  fsubbfrmaster036.fits
178  10.823  0.002  fsubbfrmaster036.fits
179  12.332  0.003  fsubbfrmaster036.fits
180  13.604  0.008  fsubbfrmaster036.fits
181  16.043  0.040  fsubbfrmaster043.fits
182  13.563  0.007  fsubbfrmaster043.fits
183  12.993  0.005  fsubbfrmaster043.fits
184  12.619  0.004  fsubbfrmaster043.fits
185  13.294  0.006  fsubbfrmaster043.fits
186  13.632  0.007  fsubbfrmaster043.fits
187  12.703  0.004  fsubbfrmaster043.fits
188  13.298  0.006  fsubbfrmaster043.fits
189  13.080  0.005  fsubbfrmaster043.fits
190  13.924  0.009  fsubbfrmaster043.fits
191  14.595  0.013  fsubbfrmaster043.fits
192  14.233  0.011  fsubbfrmaster043.fits
193  12.489  0.004  fsubbfrmaster043.fits
194  15.024  0.018  fsubbfrmaster043.fits
195  14.222  0.010  fsubbfrmaster043.fits
196  11.312  0.002  fsubbfrmaster043.fits
197  12.596  0.004  fsubbfrmaster043.fits
198  12.596  0.004  fsubbfrmaster043.fits
199  11.533  0.002  fsubbfrmaster043.fits
200  12.336  0.004  fsubbfrmaster043.fits
201  13.939  0.009  fsubbfrmaster043.fits
202  13.558  0.007  fsubbfrmaster043.fits
203  13.111  0.005  fsubbfrmaster043.fits
204  14.347  0.011  fsubbfrmaster043.fits
205  14.383  0.012  fsubbfrmaster043.fits
206  12.389  0.004  fsubbfrmaster043.fits
207  13.321  0.006  fsubbfrmaster043.fits
208  10.822  0.002  fsubbfrmaster043.fits
209  12.323  0.003  fsubbfrmaster043.fits
210  13.629  0.007  fsubbfrmaster043.fits
211  16.034  0.056  fsubbfrmaster050.fits
212  13.530  0.007  fsubbfrmaster050.fits
213  13.020  0.005  fsubbfrmaster050.fits
214  12.602  0.004  fsubbfrmaster050.fits
215  13.277  0.006  fsubbfrmaster050.fits
216  13.619  0.008  fsubbfrmaster050.fits
217  12.699  0.004  fsubbfrmaster050.fits
218  13.279  0.006  fsubbfrmaster050.fits
219  13.094  0.005  fsubbfrmaster050.fits
220  13.945  0.010  fsubbfrmaster050.fits
221  14.618  0.017  fsubbfrmaster050.fits
222  14.245  0.012  fsubbfrmaster050.fits
223  12.503  0.004  fsubbfrmaster050.fits
224  15.043  0.023  fsubbfrmaster050.fits
225  14.249  0.013  fsubbfrmaster050.fits
226  11.275  0.002  fsubbfrmaster050.fits
227  12.592  0.004  fsubbfrmaster050.fits
228  12.592  0.004  fsubbfrmaster050.fits
229  11.500  0.002  fsubbfrmaster050.fits
230  12.319  0.003  fsubbfrmaster050.fits
231  13.939  0.010  fsubbfrmaster050.fits
232  13.554  0.008  fsubbfrmaster050.fits
233  13.087  0.006  fsubbfrmaster050.fits
234  14.356  0.013  fsubbfrmaster050.fits
235  14.368  0.014  fsubbfrmaster050.fits
236  12.379  0.004  fsubbfrmaster050.fits
237  13.299  0.006  fsubbfrmaster050.fits
238  10.728  0.002  fsubbfrmaster050.fits
239  12.323  0.004  fsubbfrmaster050.fits
240  13.619  0.007  fsubbfrmaster050.fits
241  15.977  0.046  fsubbfrmaster057.fits
242  13.554  0.007  fsubbfrmaster057.fits
243  12.989  0.005  fsubbfrmaster057.fits
244  12.599  0.004  fsubbfrmaster057.fits
245  13.283  0.006  fsubbfrmaster057.fits
246  13.640  0.008  fsubbfrmaster057.fits
247  12.678  0.004  fsubbfrmaster057.fits
248  13.285  0.006  fsubbfrmaster057.fits
249  13.060  0.005  fsubbfrmaster057.fits
250  13.919  0.010  fsubbfrmaster057.fits
251  14.583  0.015  fsubbfrmaster057.fits
252  14.243  0.012  fsubbfrmaster057.fits
253  12.483  0.004  fsubbfrmaster057.fits
254  15.055  0.021  fsubbfrmaster057.fits
255  14.238  0.012  fsubbfrmaster057.fits
256  11.256  0.002  fsubbfrmaster057.fits
257  12.594  0.004  fsubbfrmaster057.fits
258  12.594  0.004  fsubbfrmaster057.fits
259  11.512  0.002  fsubbfrmaster057.fits
260  12.320  0.004  fsubbfrmaster057.fits
261  13.946  0.010  fsubbfrmaster057.fits
262  13.538  0.007  fsubbfrmaster057.fits
263  13.077  0.006  fsubbfrmaster057.fits
264  14.354  0.011  fsubbfrmaster057.fits
265  14.373  0.013  fsubbfrmaster057.fits
266  12.381  0.004  fsubbfrmaster057.fits
267  13.314  0.006  fsubbfrmaster057.fits
268  10.697  0.002  fsubbfrmaster057.fits
269  12.325  0.004  fsubbfrmaster057.fits
270  13.595  0.007  fsubbfrmaster057.fits
271  15.844  0.036  fsubbfrmaster064.fits
272  13.565  0.007  fsubbfrmaster064.fits
273  13.013  0.005  fsubbfrmaster064.fits
274  12.606  0.004  fsubbfrmaster064.fits
275  13.288  0.006  fsubbfrmaster064.fits
276  13.639  0.007  fsubbfrmaster064.fits
277  12.685  0.004  fsubbfrmaster064.fits
278  13.276  0.006  fsubbfrmaster064.fits
279  13.082  0.005  fsubbfrmaster064.fits
280  13.921  0.009  fsubbfrmaster064.fits
281  14.591  0.014  fsubbfrmaster064.fits
282  14.228  0.010  fsubbfrmaster064.fits
283  12.458  0.004  fsubbfrmaster064.fits
284  15.050  0.018  fsubbfrmaster064.fits
285  14.208  0.010  fsubbfrmaster064.fits
286  11.254  0.002  fsubbfrmaster064.fits
287  12.582  0.004  fsubbfrmaster064.fits
288  12.582  0.004  fsubbfrmaster064.fits
289  11.564  0.002  fsubbfrmaster064.fits
290  12.306  0.003  fsubbfrmaster064.fits
291  13.961  0.009  fsubbfrmaster064.fits
292  13.562  0.007  fsubbfrmaster064.fits
293  13.095  0.005  fsubbfrmaster064.fits
294  14.330  0.012  fsubbfrmaster064.fits
295  14.379  0.012  fsubbfrmaster064.fits
296  12.367  0.004  fsubbfrmaster064.fits
297  13.319  0.007  fsubbfrmaster064.fits
298  10.780  0.002  fsubbfrmaster064.fits
299  12.313  0.003  fsubbfrmaster064.fits
300  13.607  0.007  fsubbfrmaster064.fits
301  15.805  0.036  fsubbfrmaster071.fits
302  13.549  0.007  fsubbfrmaster071.fits
303  12.998  0.005  fsubbfrmaster071.fits
304  12.594  0.004  fsubbfrmaster071.fits
305  13.293  0.006  fsubbfrmaster071.fits
306  13.632  0.008  fsubbfrmaster071.fits
307  12.668  0.004  fsubbfrmaster071.fits
308  13.280  0.006  fsubbfrmaster071.fits
309  13.079  0.005  fsubbfrmaster071.fits
310  13.912  0.009  fsubbfrmaster071.fits
311  14.560  0.013  fsubbfrmaster071.fits
312  14.236  0.011  fsubbfrmaster071.fits
313  12.469  0.004  fsubbfrmaster071.fits
314  15.061  0.020  fsubbfrmaster071.fits
315  14.242  0.011  fsubbfrmaster071.fits
316  11.229  0.002  fsubbfrmaster071.fits
317  12.595  0.004  fsubbfrmaster071.fits
318  12.595  0.004  fsubbfrmaster071.fits
319  11.503  0.002  fsubbfrmaster071.fits
320  12.322  0.004  fsubbfrmaster071.fits
321  13.933  0.009  fsubbfrmaster071.fits
322  13.533  0.007  fsubbfrmaster071.fits
323  13.083  0.006  fsubbfrmaster071.fits
324  14.344  0.011  fsubbfrmaster071.fits
325  14.350  0.013  fsubbfrmaster071.fits
326  12.360  0.004  fsubbfrmaster071.fits
327  13.324  0.006  fsubbfrmaster071.fits
328  10.723  0.002  fsubbfrmaster071.fits
329  12.304  0.004  fsubbfrmaster071.fits
330  13.616  0.008  fsubbfrmaster071.fits
331  15.826  0.037  fsubbfrmaster078.fits
332  13.533  0.007  fsubbfrmaster078.fits
333  12.989  0.005  fsubbfrmaster078.fits
334  12.577  0.004  fsubbfrmaster078.fits
335  13.262  0.006  fsubbfrmaster078.fits
336  13.650  0.007  fsubbfrmaster078.fits
337  12.661  0.004  fsubbfrmaster078.fits
338  13.277  0.006  fsubbfrmaster078.fits
339  13.061  0.005  fsubbfrmaster078.fits
340  13.914  0.009  fsubbfrmaster078.fits
341  14.608  0.015  fsubbfrmaster078.fits
342  14.222  0.011  fsubbfrmaster078.fits
343  12.483  0.004  fsubbfrmaster078.fits
344  15.014  0.020  fsubbfrmaster078.fits
345  14.228  0.011  fsubbfrmaster078.fits
346  11.118  0.002  fsubbfrmaster078.fits
347  12.573  0.004  fsubbfrmaster078.fits
348  12.573  0.004  fsubbfrmaster078.fits
349  11.501  0.002  fsubbfrmaster078.fits
350  12.326  0.003  fsubbfrmaster078.fits
351  13.933  0.009  fsubbfrmaster078.fits
352  13.533  0.007  fsubbfrmaster078.fits
353  13.061  0.005  fsubbfrmaster078.fits
354  14.356  0.012  fsubbfrmaster078.fits
355  14.369  0.013  fsubbfrmaster078.fits
356  12.367  0.004  fsubbfrmaster078.fits
357  13.329  0.007  fsubbfrmaster078.fits
358  10.510  0.001  fsubbfrmaster078.fits
359  12.318  0.003  fsubbfrmaster078.fits
360  13.611  0.007  fsubbfrmaster078.fits
361  15.798  0.043  fsubbfrmaster085.fits
362  13.563  0.008  fsubbfrmaster085.fits
363  13.005  0.005  fsubbfrmaster085.fits
364  12.609  0.004  fsubbfrmaster085.fits
365  13.282  0.006  fsubbfrmaster085.fits
366  13.643  0.008  fsubbfrmaster085.fits
367  12.683  0.004  fsubbfrmaster085.fits
368  13.266  0.006  fsubbfrmaster085.fits
369  13.087  0.005  fsubbfrmaster085.fits
370  13.923  0.009  fsubbfrmaster085.fits
371  14.603  0.015  fsubbfrmaster085.fits
372  14.234  0.011  fsubbfrmaster085.fits
373  12.463  0.004  fsubbfrmaster085.fits
374  15.052  0.022  fsubbfrmaster085.fits
375  14.217  0.011  fsubbfrmaster085.fits
376  11.103  0.002  fsubbfrmaster085.fits
377  12.597  0.004  fsubbfrmaster085.fits
378  12.597  0.004  fsubbfrmaster085.fits
379  11.475  0.002  fsubbfrmaster085.fits
380  12.296  0.003  fsubbfrmaster085.fits
381  13.946  0.009  fsubbfrmaster085.fits
382  13.553  0.007  fsubbfrmaster085.fits
383  13.098  0.005  fsubbfrmaster085.fits
384  14.330  0.013  fsubbfrmaster085.fits
385  14.355  0.012  fsubbfrmaster085.fits
386  12.373  0.004  fsubbfrmaster085.fits
387  13.295  0.006  fsubbfrmaster085.fits
388  10.533  0.001  fsubbfrmaster085.fits
389  12.305  0.003  fsubbfrmaster085.fits
390  13.592  0.008  fsubbfrmaster085.fits
391  15.827  0.038  fsubbfrmaster092.fits
392  13.555  0.007  fsubbfrmaster092.fits
393  13.005  0.005  fsubbfrmaster092.fits
394  12.608  0.004  fsubbfrmaster092.fits
395  13.269  0.006  fsubbfrmaster092.fits
396  13.615  0.008  fsubbfrmaster092.fits
397  12.684  0.004  fsubbfrmaster092.fits
398  13.250  0.006  fsubbfrmaster092.fits
399  13.069  0.005  fsubbfrmaster092.fits
400  13.898  0.009  fsubbfrmaster092.fits
401  14.595  0.013  fsubbfrmaster092.fits
402  14.221  0.011  fsubbfrmaster092.fits
403  12.459  0.004  fsubbfrmaster092.fits
404  15.007  0.020  fsubbfrmaster092.fits
405  14.232  0.011  fsubbfrmaster092.fits
406  11.105  0.002  fsubbfrmaster092.fits
407  12.592  0.004  fsubbfrmaster092.fits
408  12.592  0.004  fsubbfrmaster092.fits
409  11.466  0.002  fsubbfrmaster092.fits
410  12.285  0.003  fsubbfrmaster092.fits
411  13.946  0.009  fsubbfrmaster092.fits
412  13.528  0.007  fsubbfrmaster092.fits
413  13.093  0.005  fsubbfrmaster092.fits
414  14.337  0.012  fsubbfrmaster092.fits
415  14.357  0.013  fsubbfrmaster092.fits
416  12.371  0.004  fsubbfrmaster092.fits
417  13.271  0.006  fsubbfrmaster092.fits
418  10.570  0.001  fsubbfrmaster092.fits
419  12.296  0.004  fsubbfrmaster092.fits
420  13.592  0.007  fsubbfrmaster092.fits
421  15.731  0.036  fsubbfrmaster099.fits
422  13.524  0.007  fsubbfrmaster099.fits
423  12.963  0.005  fsubbfrmaster099.fits
424  12.574  0.004  fsubbfrmaster099.fits
425  13.253  0.006  fsubbfrmaster099.fits
426  13.630  0.008  fsubbfrmaster099.fits
427  12.636  0.004  fsubbfrmaster099.fits
428  13.277  0.006  fsubbfrmaster099.fits
429  13.055  0.005  fsubbfrmaster099.fits
430  13.916  0.010  fsubbfrmaster099.fits
431  14.594  0.014  fsubbfrmaster099.fits
432  14.198  0.012  fsubbfrmaster099.fits
433  12.465  0.004  fsubbfrmaster099.fits
434  15.013  0.022  fsubbfrmaster099.fits
435  14.208  0.012  fsubbfrmaster099.fits
436  11.169  0.002  fsubbfrmaster099.fits
437  12.547  0.004  fsubbfrmaster099.fits
438  12.547  0.004  fsubbfrmaster099.fits
439  11.486  0.002  fsubbfrmaster099.fits
440  12.320  0.004  fsubbfrmaster099.fits
441  13.935  0.009  fsubbfrmaster099.fits
442  13.528  0.007  fsubbfrmaster099.fits
443  13.054  0.005  fsubbfrmaster099.fits
444  14.358  0.011  fsubbfrmaster099.fits
445  14.376  0.012  fsubbfrmaster099.fits
446  12.338  0.004  fsubbfrmaster099.fits
447  13.316  0.006  fsubbfrmaster099.fits
448  10.624  0.001  fsubbfrmaster099.fits
449  12.307  0.003  fsubbfrmaster099.fits
450  13.591  0.007  fsubbfrmaster099.fits
451  15.770  0.042  fsubbfrmaster106.fits
452  13.537  0.007  fsubbfrmaster106.fits
453  13.019  0.005  fsubbfrmaster106.fits
454  12.602  0.004  fsubbfrmaster106.fits
455  13.283  0.006  fsubbfrmaster106.fits
456  13.621  0.008  fsubbfrmaster106.fits
457  12.679  0.004  fsubbfrmaster106.fits
458  13.248  0.006  fsubbfrmaster106.fits
459  13.048  0.005  fsubbfrmaster106.fits
460  13.904  0.009  fsubbfrmaster106.fits
461  14.585  0.014  fsubbfrmaster106.fits
462  14.212  0.011  fsubbfrmaster106.fits
463  12.450  0.004  fsubbfrmaster106.fits
464  15.024  0.021  fsubbfrmaster106.fits
465  14.186  0.010  fsubbfrmaster106.fits
466  11.169  0.002  fsubbfrmaster106.fits
467  12.580  0.004  fsubbfrmaster106.fits
468  12.580  0.004  fsubbfrmaster106.fits
469  11.481  0.002  fsubbfrmaster106.fits
470  12.285  0.003  fsubbfrmaster106.fits
471  13.923  0.009  fsubbfrmaster106.fits
472  13.536  0.007  fsubbfrmaster106.fits
473  13.077  0.005  fsubbfrmaster106.fits
474  14.301  0.012  fsubbfrmaster106.fits
475  14.332  0.011  fsubbfrmaster106.fits
476  12.382  0.004  fsubbfrmaster106.fits
477  13.268  0.006  fsubbfrmaster106.fits
478  10.683  0.002  fsubbfrmaster106.fits
479  12.289  0.003  fsubbfrmaster106.fits
480  13.580  0.007  fsubbfrmaster106.fits
481  15.596  0.032  fsubbfrmaster113.fits
482  13.527  0.007  fsubbfrmaster113.fits
483  13.022  0.005  fsubbfrmaster113.fits
484  12.601  0.004  fsubbfrmaster113.fits
485  13.243  0.006  fsubbfrmaster113.fits
486  13.610  0.008  fsubbfrmaster113.fits
487  12.643  0.004  fsubbfrmaster113.fits
488  13.228  0.006  fsubbfrmaster113.fits
489  13.038  0.005  fsubbfrmaster113.fits
490  13.893  0.009  fsubbfrmaster113.fits
491  14.536  0.013  fsubbfrmaster113.fits
492  14.207  0.010  fsubbfrmaster113.fits
493  12.476  0.004  fsubbfrmaster113.fits
494  14.978  0.021  fsubbfrmaster113.fits
495  14.230  0.011  fsubbfrmaster113.fits
496  11.256  0.002  fsubbfrmaster113.fits
497  12.582  0.004  fsubbfrmaster113.fits
498  12.582  0.004  fsubbfrmaster113.fits
499  11.510  0.002  fsubbfrmaster113.fits
500  12.288  0.003  fsubbfrmaster113.fits
501  13.919  0.008  fsubbfrmaster113.fits
502  13.544  0.007  fsubbfrmaster113.fits
503  13.083  0.005  fsubbfrmaster113.fits
504  14.352  0.012  fsubbfrmaster113.fits
505  14.339  0.013  fsubbfrmaster113.fits
506  12.381  0.004  fsubbfrmaster113.fits
507  13.272  0.006  fsubbfrmaster113.fits
508  10.762  0.002  fsubbfrmaster113.fits
509  12.304  0.004  fsubbfrmaster113.fits
510  13.551  0.007  fsubbfrmaster113.fits
511  15.674  0.034  fsubbfrmaster120.fits
512  13.516  0.007  fsubbfrmaster120.fits
513  13.019  0.005  fsubbfrmaster120.fits
514  12.609  0.004  fsubbfrmaster120.fits
515  13.259  0.006  fsubbfrmaster120.fits
516  13.623  0.008  fsubbfrmaster120.fits
517  12.644  0.004  fsubbfrmaster120.fits
518  13.239  0.006  fsubbfrmaster120.fits
519  13.044  0.005  fsubbfrmaster120.fits
520  13.889  0.009  fsubbfrmaster120.fits
521  14.516  0.013  fsubbfrmaster120.fits
522  14.232  0.010  fsubbfrmaster120.fits
523  12.471  0.004  fsubbfrmaster120.fits
524  15.009  0.020  fsubbfrmaster120.fits
525  14.223  0.011  fsubbfrmaster120.fits
526  11.204  0.002  fsubbfrmaster120.fits
527  12.574  0.004  fsubbfrmaster120.fits
528  12.574  0.004  fsubbfrmaster120.fits
529  11.509  0.002  fsubbfrmaster120.fits
530  12.295  0.003  fsubbfrmaster120.fits
531  13.898  0.008  fsubbfrmaster120.fits
532  13.543  0.007  fsubbfrmaster120.fits
533  13.073  0.005  fsubbfrmaster120.fits
534  14.379  0.013  fsubbfrmaster120.fits
535  14.321  0.012  fsubbfrmaster120.fits
536  12.377  0.004  fsubbfrmaster120.fits
537  13.285  0.006  fsubbfrmaster120.fits
538  10.779  0.002  fsubbfrmaster120.fits
539  12.292  0.003  fsubbfrmaster120.fits
540  13.553  0.007  fsubbfrmaster120.fits
541  15.725  0.040  fsubbfrmaster127.fits
542  13.540  0.007  fsubbfrmaster127.fits
543  13.006  0.005  fsubbfrmaster127.fits
544  12.609  0.004  fsubbfrmaster127.fits
545  13.265  0.006  fsubbfrmaster127.fits
546  13.620  0.007  fsubbfrmaster127.fits
547  12.658  0.004  fsubbfrmaster127.fits
548  13.234  0.006  fsubbfrmaster127.fits
549  13.038  0.005  fsubbfrmaster127.fits
550  13.866  0.009  fsubbfrmaster127.fits
551  14.569  0.014  fsubbfrmaster127.fits
552  14.230  0.011  fsubbfrmaster127.fits
553  12.460  0.004  fsubbfrmaster127.fits
554  15.030  0.021  fsubbfrmaster127.fits
555  14.199  0.010  fsubbfrmaster127.fits
556  11.135  0.002  fsubbfrmaster127.fits
557  12.562  0.004  fsubbfrmaster127.fits
558  12.562  0.004  fsubbfrmaster127.fits
559  11.489  0.002  fsubbfrmaster127.fits
560  12.285  0.003  fsubbfrmaster127.fits
561  13.913  0.010  fsubbfrmaster127.fits
562  13.544  0.007  fsubbfrmaster127.fits
563  13.050  0.005  fsubbfrmaster127.fits
564  14.298  0.012  fsubbfrmaster127.fits
565  14.360  0.011  fsubbfrmaster127.fits
566  12.377  0.004  fsubbfrmaster127.fits
567  13.279  0.006  fsubbfrmaster127.fits
568  10.680  0.002  fsubbfrmaster127.fits
569  12.309  0.003  fsubbfrmaster127.fits
570  13.550  0.007  fsubbfrmaster127.fits
571  15.662  0.035  fsubbfrmaster134.fits
572  13.568  0.008  fsubbfrmaster134.fits
573  12.989  0.005  fsubbfrmaster134.fits
574  12.612  0.004  fsubbfrmaster134.fits
575  13.279  0.006  fsubbfrmaster134.fits
576  13.642  0.007  fsubbfrmaster134.fits
577  12.674  0.004  fsubbfrmaster134.fits
578  13.253  0.006  fsubbfrmaster134.fits
579  13.065  0.005  fsubbfrmaster134.fits
580  13.879  0.010  fsubbfrmaster134.fits
581  14.574  0.014  fsubbfrmaster134.fits
582  14.213  0.011  fsubbfrmaster134.fits
583  12.437  0.004  fsubbfrmaster134.fits
